id,city,district,local_id,name,addr,TYPE,SUMMARY,TEL,PAYEX,SERVICETIME,TW97X,TW97Y,TOTALCAR,TOTALMOTOR,TOTALBIKE
60071,新北市,新店區,NPXD,新北市立圖書館捷運新店線大坪林站(捷六)新天地大樓B2停車場,新北市新店區北新路3段105巷2號B2,2,立體式建築附設停車空間,2918-3181#10,小型車月租每月4000元;,0~24時,304616.5,2763924,15,0,
100021,新北市,淡水區,NPTS,中山停車場,淡水區中山路148號之1,2,平面式臨時路外停車場,2736-1313,小型車計時每小時40元;小型車計時每小時80元;機車計次每次30元;,0~24時,294483.5,2784853,28,34,
20095,新北市,三重區,NPSC,Times三重三信路停車場,三重區三信路126號左旁,2,平面式臨時路外停車場,800888924,小型車計時每小時80元;小型車月租每月5000元;,0~24時,299392.5,2775590,22,0,
10041,新北市,板橋區,NPBQ,新北市立中山國民中學附設停車場,板橋區文化路一段188巷56號,2,立體式多目標附建停車場,2250-8250#238,小型車月租每月1000元;小型車月租每月3000元;機車免費免費;,19~6時,297189,2767890,101,86,
60072,新北市,新店區,NPXD,公有碧潭零售市場附設停車場,新北市新店區新店路159號B1,2,立體式-機械建築附設停車空間,2914-3391,小型車計時每小時40元;小型車月租每月3000元;,0~24時,304223.8,2760934,15,0,
20097,新北市,三重區,NPSC,林辰豫,三重區三信路126號左旁,2,平面式臨時路外停車場,800888924,小型車計時每小時80元;小型車月租每月5000元;,0~24時,299502.5,2775725,70,0,
20096,新北市,三重區,NPSC,五華國小停車場,三重區集賢路89號,2,,939054138,小型車計時每小時20元;小型車月租每月4000元;,0~24時,299772.9,2775491,96,0,
50082,新北市,新莊區,NPXZ,新莊區中正停車場,新莊區中正路621號,1,平面式臨時路外停車場,2505-4325,小型車計時每小時60元;小型車月租每月6000元;,0~24時,293528.1,2769324,168,0,
60073,新北市,新店區,NPXD,統帥工業區停車場,新店區寶興段45巷C區地下室,2,立體式建築附設停車空間,2911-1820,小型車計時每小時40元;小型車月租每月3000元;,0~24時,305489.7,2763062,54,0,
40039,新北市,永和區,NPYH,香檳停車場,新北市永和區民權路49巷5弄27號B1,2,立體式建築附設停車空間,2945-5131,小型車月租每月4000元;,8~22時,302628.7,2765667,19,0,
30099,新北市,中和區,NPZH,板信雙子星大樓停車場,中和區立德街119號B2,2,立體式建築附設停車空間,(02)32346463,小型車計時每小時50元;小型車月租每月6000元;,0~24時,299165.4,2766774,63,0,
20025,新北市,三重區,NPSC,新北市果菜運銷股份有限公司停車場,三重區中正北路111號,2,立體式多目標附建停車場,2988-3830,;,0~14時,299132.5,2773015.5,73,0,
170028,新北市,林口區,NPLK,吉祥大樓停車場,新北市林口區中山路97巷14號旁空地,2,平面式臨時路外停車場,917750233,小型車計時每小時20元;小型車計次每次50元;小型車月租每月2000元;,0~24時,289228.8,2774511,24,0,
40014,新北市,永和區,NPYH,中正2區停車場,永和區環河西路旁中正路至綠寶石河濱公園內高灘地,2,平面式臨時路外停車場,2788-8750,小型車計時每小時20元;小型車月租每月4000元;,0~24時,301928.5,2768064,764,325,
150021,新北市,五股區,NPWG,長嶸停車場,新北市新城六路及芳洲七路口,2,平面式臨時路外停車場,82950555,大型車月租每月3000元;大型車月租每半年18000元;大型車月租每年36000元;小型車月租每月1500元;小型車月租每半年9000元;小型車月租每年18000元;,6~22時,295036,2775580,13,0,
30070,新北市,中和區,NPZH,環球購物中心停車場,中和區中山路三段122號B1、B2、B3、5F、6F及RF,2,立體式建築附設停車空間,7731-7999#5100,小型車計時每小時100元;機車計時每小時30元;,0~24時,298012,2766529.5,1139,1171,
30100,新北市,中和區,NPZH,名城停車場,中和區景安路1號B1、B2,2,立體式建築附設停車空間,2945-5131,小型車月租每月3500元;,0~24時,301302.7,2765806,29,0,
40033,新北市,永和區,NPYH,新店溪綠寶石二區停車場,新北市永和區中正橋下綠寶石區高灘地,2,平面式臨時路外停車場,2788-8750,小型車計時每小時20元;小型車月租每月4000元;,0~24時,301446,2767937,198,0,
40040,新北市,永和區,NPYH,鼎晟停車場(中正場),新北市永和區中正路179號B1,2,立體式建築附設停車空間,2370-1115,,0~24時,302168.8,2765743,6,0,
160012,新北市,泰山區,NPTA,新北市泰山區明志國民小學綜合大樓地下停車場,新北市泰山區新生路2號B2,2,立體式多目標附建停車場,29061133轉9,小型車月租每月500元;小型車月租每月1000元;機車免費免費;,0~24時,293075.8,2770798,24,32,
120010,新北市,瑞芳區,NPRF,瑞芳國民小學停車場,瑞芳區中山路2號,2,立體式多目標附建停車場,24972058,小型車計時每小時20元;小型車月租每月2000元;,計時：周六13時至19時，周日9時至19時；月租：每日19時至翌日7時,331142.5,2777985,13,0,
10093,新北市,板橋區,NPBQ,東方富域停車場,板橋區縣民大道二段78號B7及B8,2,立體式建築附設停車空間,2964-5249,小型車計時每小時80元;小型車月租每月6000元;,0~24時,297019.5,2767491.5,184,0,
140025,新北市,蘆洲區,NPLZ,Times蘆洲長樂路停車場,新北市蘆洲區長樂路77號旁,2,平面式臨時路外停車場,800888924,"小型車計時每小時100元;小型車月租每月10,000元;",0~24時,296652.8,2775472,24,0,
50037,新北市,新莊區,NPXZ,五工路加油站停車場,新莊區五工路99-3號,2,平面式臨時路外停車場,2304-3180,小型車月租每月4000元;機車計次每次30元;機車月租每月500元;,0~22時,296038,2772994.5,40,40,
100033,新北市,淡水區,NPTS,名統百貨停車場,新北市淡水區中山路8號B2~B4,2,立體式建築附設停車空間,2629-2888,小型車計時每小時60元;小型車計時每小時100元;,11~22時,294832.1,2784603,113,0,
10115,新北市,板橋區,NPBQ,永琦停車場,新北市板橋區北門街與文昌街口,2,平面式都市計畫停車場,89698923,小型車計時每小時20元;小型車月租每月4000元;,0~24時,296076.2,2767093,47,0,
50089,新北市,新莊區,NPXZ,興偉承停車場,新北市新莊區中山路3段500巷29號,2,立體式建築附設停車空間,2901-5858,小型車計時每小時30元;小型車月租每月3300元;,0~24時,291565.9,2769161,42,0,
140011,新北市,蘆洲區,NPLZ,新北市蘆洲區鷺江國民小學地下室一、二樓停車場,新北市蘆洲區民族路7號,2,立體式多目標附建停車場,2281-9980,小型車月租每月1000元;小型車月租每月1500元;小型車月租每月3000元;小型車學校教職工優惠月票每月1000元;小型車學校教職工優惠月票每月750元 ;,0~24時,298000,2775203.5,99,0,
10117,新北市,板橋區,NPBQ,Times板橋吳鳳路停車場,新北市板橋區吳鳳路92號旁空地,2,平面式臨時路外停車場,800888924,小型車計時每小時80元;,0~24時,297136.4,2769359,11,0,
60054,新北市,新店區,NPXD,民權停車場,新北市新店區民權路82、86號B1、B2,2,立體式建築附設停車空間,8219-3227,小型車計時每小時50元;,0~24時,304215.5,2764077.5,66,0,
30085,新北市,中和區,NPZH,宏達經營管理顧問有限公司中和停車場,新北市中和區中山路三段37巷1號B1,2,立體式建築附設停車空間,2986-9257,小型車計時每小時50元;小型車月租每月5000元;,0~24時,298061.5,2766471,121,0,
40030,新北市,永和區,NPYH,永安停車場,新北市永和區成功路一段78號B3,2,立體式建築附設停車空間,0800-021111,,0~24時,303172,2766252,72,0,
50090,新北市,新莊區,NPXZ,思源停車場,新北市新莊區思源路593巷5弄2號對面空地,2,平面式臨時路外停車場,921685885,小型車計時每小時30元;小型車月租每月2500元;,0~24時,297121.9,2772210,41,0,
50091,新北市,新莊區,NPXZ,Times新莊復興思源停車場,新北市新莊區復興路3段19號後方,2,平面式臨時路外停車場,800888924,小型車月租每月5000元;,0~24時,296461.3,2770807,14,0,
20057,新北市,三重區,NPSC,新長越平安街停車場,新北市三重區平安街15號旁空地,2,平面式臨時路外停車場,27785756,小型車計時每小時40元;,0~24時,300273.5,2772989,7,0,
60020,新北市,新店區,NPXD,碧潭西岸停車場,新北市新店區溪州路31號旁空地,1,平面式臨時路外停車場,2212-8973,小型車計時每小時20元;小型車月租每月4000元;,0~24時,303839.5,2761581,86,0,
60008,新北市,新店區,NPXD,碧潭渡船頭停車場,新北市新店區新店路67號旁空地,1,平面式臨時路外停車場,2917-8135,小型車月租每月4000元;小型車計時每小時20元;,0~24時,304207.5,2761536.5,79,0,
60006,新北市,新店區,NPXD,碧潭東岸停車場,新北市新店區環河路29巷5號1樓旁空地,1,平面式臨時路外停車場,2913-6709,小型車月租每月4000元;小型車計時每小時20元;,0~24時,304171.5,2760975,86,0,
10122,新北市,板橋區,NPBQ,便利停車場新巨蛋站,新北市板橋區文化路一段360號B2,2,立體式建築附設停車空間,2799-1001,小型車計時每小時50元;小型車月租每月3500元;機車計次每次40元;機車月租每月300元;,0~24時,297305.7,2768480,54,100,
100004,新北市,淡水區,NPTS,淡水紅毛城停車場,新北市淡水區中正路30巷1號,1,平面式都市計畫停車場,2542-0001,小型車計時每小時30元;小型車計時每小時40元;小型車月租每月1500元;機車計次每次20元;,0~24時,293530,2785258.5,79,37,
100003,新北市,淡水區,NPTS,淡水漁人碼頭停車場,新北市淡水第二漁港(觀海路與中正路1段附近),2,平面式臨時路外停車場,2805-7486,大型車計次每次180元;小型車計次每次60元;機車免費免費;,0~24時,291701,2786150.5,404,466,
140027,新北市,三重區,NPSC,家福蘆洲停車場,新北市三重區五華街282號,2,立體式建築附設停車空間,8287-9000,小型車計時每小時30元;,0~24時,299100.4,2775602,150,0,
130053,新北市,土城區,NPTC,日新街停車場,新北市土城區日新街36號旁空地,2,平面式臨時路外停車場,03-3323986,小型車計時每小時50元;小型車月租每月4000元;,0~24時,294851.7,2764506,24,0,
140028,新北市,蘆洲區,NPLZ,新北市蘆洲區國民運動中心停車場,新北市蘆洲區長樂路235-1號B1,2,立體式建築附設停車空間,2281-0338,小型車計時每小時20元;小型車月租每月4000元;機車免費免費;,0~24時,296591.7,2775931,42,62,
20104,新北市,三重區,NPSC,三重國民運動中心地下停車場,新北市三重區集美街55號B1、B2,2,立體式建築附設停車空間,22995557,小型車計時每小時20元;小型車月租每月4000元;機車免費免費;,0~24時,299241.3,2771941,57,86,
50067,新北市,新莊區,NPXZ,百邑停車場,新莊區新樹路20號,2,平面式臨時路外停車場,2906-2349,大型車計時每小時50元;小型車計時每小時30元;機車計次每次10元;大型車月租每月4000元;小型車月租每月2000元;,0~24時,294270.569,2769177.116,289,15,
130054,新北市,土城區,NPTC,Times土城永寧停車場,新北市土城區永和街11號,2,平面式臨時路外停車場,800888924,小型車月租每月8000元;機車計次每次50元;小型車計時每小時80元;,0~24時,293953.4,2761894,230,266,
150004,新北市,五股區,NPWG,五股區四維停車場,新北市五股區四維路142巷2號對面,2,平面式臨時路外停車場,29876418,小型車月租每月4000元;小型車月租每月2000元;小型車計時每小時30元;,0~24時,297736.5,2774057,78,0,
40043,新北市,永和區,NPYH,大家停車二場,新北市永和區民樂街31巷前堤外,2,平面式臨時路外停車場,935969933,小型車計時每小時20元;小型車月租每月2000元;小型車月租每月2500元;,0~24時,303419.3,2766407,480,0,
100034,新北市,淡水區,NPTS,淡水運動中心地下停車場,新北市淡水區中山北路2段381巷2號B2,2,立體式建築附設停車空間,0800-021111,小型車計時每小時20元;小型車月租每月4000元;,0~24時,294597.9,2786512,63,0,
10079,新北市,板橋區,NPBQ,板信停車場,新北市板橋區信義路與青雲路口,2,平面式臨時路外停車場,0800-021111,小型車計時每小時30元;機車月租每月300元;小型車月租每月4000元;,0~24時,296505.5,2764770.5,95,95,
30103,新北市,中和區,NPZH,聖日停車場,新北市中和區立研街1至35號旁空地,2,平面式臨時路外停車場,23320168,小型車計時每小時40元;小型車計時每小時20元;小型車計時每小時10元;小型車月租每月3500元;,0~24時,298929.5,2766608,48,0,
30089,新北市,中和區,NPZH,新北市中和國民運動中心收費停車場,新北市中和區錦和路350之2號1樓、B1,1,平面式建築附設停車空間,22429222,小型車計時每小時20元;小型車月租每月4000元;,0~24時,299328,2765100,84,0,
130055,新北市,土城區,NPTC,新北市土城國民運動中心停車場,新北市土城區金城路247-1號B1,2,立體式建築附設停車空間,2261-5999,機車免費免費;小型車計時每小時10元;,0~24時,295980.4,2764225,50,60,
60056,新北市,新店區,NPXD,Times新店北新路停車場,新北市新店區北新路1段62號旁,2,平面式臨時路外停車場,800888924,小型車計時每小時80元;小型車月租每月8000元;,0~24時,304767,2762518,18,0,
180003,新北市,深坑區,NPSK,深坑停車場,新北市深坑區平埔街7號對面空地,2,平面式臨時路外停車場,925975999,小型車計時每小時40元;小型車月租每月3000元;小型車計次每次100元;,0~24時,312104.5,2766035,41,0,
180005,新北市,深坑區,NPSK,日月亭深坑地下停車場,新北市深坑區文化街與平埔街口B1、B2,1,立體式多目標附建停車場,0800-021111,小型車計時每小時40元;小型車月租每月4000元;,0~24時,312169.6,2766076,168,0,
170031,新北市,林口區,NPLK,Times林口文化三路第二停車場,新北市林口區文化三路1段636號對面,2,平面式臨時路外停車場,800888924,,0~24時,287548.6,2774410,71,0,
130028,新北市,土城區,NPTC,良瑋土城停車場,新北市土城區中央路4段185巷46號,2,平面式臨時路外停車場,800008508,小型車月租每月2000元;機車月租每月500元;,0~24時,292111,2760915.5,240,240,
110051,新北市,汐止區,NPXI,麟旺市集停車場,新北市汐止車站北側茄苳路至建成路間鐵路高架橋下P144-P151墩柱間土地,2,平面式多目標附建停車場,26489688,小型車計時每小時30元;小型車月租每月3000元;,0~24時,317069,2773849,21,0,
20105,新北市,三重區,NPSC,遠百企業三重分公司停車場,新北市三重區中正北路193巷45號B1、B2,2,立體式建築附設停車空間,2948-8988,小型車計時每小時30元;,8~24時,298021.9,2773770,300,0,
30106,新北市,中和區,NPZH,Times中和建康路停車場,新北市中和區建康路79號對面空地,2,平面式臨時路外停車場,800888924,小型車計時每小時80元;小型車月租每月8000元;,0~24時,299195.6,2765888,100,0,
140029,新北市,蘆洲區,NPLZ,吉駕停車場,新北市蘆洲區永安南路1段150-1號對面,2,平面式臨時路外停車場,932941000,小型車計時每小時30元;小型車月租每月3000元;,0~24時,297282.5,2774286,200,0,
100035,新北市,淡水區,NPTS,Times淡水北新路停車場,新北市淡水區北新路184巷50號B1,2,立體式建築附設停車空間,800888924,小型車計時每次80元;小型車月租每月5000元;,0~24時,295414.1,2785552,21,0,
20027,新北市,三重區,NPSC,三重區重陽國民小學善德樓地下1樓停車場,新北市三重區中正北路113號B1,2,立體式多目標附建停車場,29826272分機133,小型車月租每月750元;小型車月租每月1500元;小型車月租每月3000元;小型車月租每月2250元;,0~24時,298882,2773211.5,42,0,
130051,新北市,土城區,NPTC,大安停車場,新北市土城區大安路8號旁,1,平面式多目標附建停車場,2246-1708,小型車計時每小時20元;小型車月租每月2000元;小型車月租每月1600元;身障車月租每月1000元;機車計次每次10元;機車月租每月120元;,0~24時,293686.1,2762044,46,120,
130008,新北市,土城區,NPTC,永豐平面停車場,新北市土城區立德路113號對面,1,平面式臨時路外停車場,25573722,小型車計時每小時20元;小型車月租每月3600元;,0~24時,296886,2764416.5,103,0,
130048,新北市,土城區,NPTC,明德平面停車場,土城區永豐路145號對面,1,平面式都市計畫停車場,25573722,小型車計時每小時20元;小型車月租每月2400元;,0~24時,297089.5,2764075.5,40,0,
110052,新北市,汐止區,NPXI,遠雄購物中心停車場,新北市汐止區新台五路1段93-1號B2、B4,1,立體式建築附設停車空間,26982278,小型車計時每小時40元;小型車月租每月4000元;機車計次每次20元;機車月租每月500元;,0~24時,315320.8,2772736,775,1464,
30054,新北市,中和區,NPZH,大仁街停車場,新北市中和區立人街34號對面空地,2,平面式臨時路外停車場,2797-0380,小型車月租每月4500元;,0~24時,302347.5,2765212,26,0,
70003,新北市,樹林區,NPSL,保安立體停車場,新北市樹林區保安街一段7號,1,立體式-機械都市計畫停車場,0800-021111,小型車計時每小時20元;小型車月租每月2500元;,0~24時,293092.5,2765120,266,0,
30108,新北市,中和區,NPZH,宏達經營管理顧問有限公司連城停車場,新北市中和區連城路71號B1、B2,2,立體式-機械建築附設停車空間,29869257,小型車計時每小時50元;小型車月租每月5000元;,0~24時,300210.4,2765973,42,0,
10043,新北市,板橋區,NPBQ,板橋區國慶停車場,新北市板橋區重慶路278號對面,1,平面式都市計畫停車場,22461708,小型車計時每小時30元;小型車月租每月4000元;身障車月租每月3000元;,0~24時,296764,2765819,36,0,
110040,新北市,汐止區,NPXI,仲偉企業行下寮停車場,新北市汐止區新台五路一段82、84、86及88號建築物地下3樓,2,立體式建築附設停車空間,7741-5510,小型車計時每小時30元;小型車月租每月2000元;,0~24時,315880,2772809.5,123,0,
20024,新北市,三重區,NPSC,三光國小地下室停車場,新北市三重區大同南路157號,2,立體式建築附設停車空間,29753308,小型車月租每月3000元;,0~24時,300108,2772094,79,43,
30038,新北市,中和區,NPZH,鼎晟停車場(安平場),新北市中和區安平路79號地下2樓,2,立體式建築附設停車空間,2948-7287,小型車計時每小時60元;小型車月租每月6000元;,0~24時,301486.5,2765408.5,124,0,
90008,新北市,三峽區,NPSA,新北市三峽區防災公園平面停車場,新北市三峽區國光街60號,1,平面式都市計畫停車場,22526381,小型車計時每小時20元;小型車月租每月1500元;,0~24時,287834,2759011,57,0,
10011,新北市,板橋區,NPBQ,板橋區重慶公園地下停車場,新北市板橋區重慶路265號B1、B2,1,立體式多目標附建停車場,2955-4868,小型車計時每小時30元;小型車月租每月3400元;機車計次每次10元;,0~24時,296843.5,2765846,305,30,
50092,新北市,新莊區,NPXZ,Times新莊中正路,新北市新莊區中正路708-5號旁,2,平面式臨時路外停車場,800888924,小型車計時每小時100元;小型車月租每月10000元;,0~24時,292091.6,2768612,8,0,
20008,新北市,三重區,NPSC,二重國中地下停車場,新北市三重區忠孝路3段89號B1、B2,1,立體式多目標附建停車場,29868627,小型車計時每小時20元;小型車月租每月3800元;,0~24時,298305,2773191,207,0,
100018,新北市,淡水區,NPTS,北新停車場,新北市淡水區184巷口,2,平面式臨時路外停車場,2620-0271,小型車月租每月2000元;小型車計時每2小時50元;小型車計次300元;,0~24時,295264,2785615,65,12,
10127,新北市,板橋區,NPBQ,愛買南雅店路外停車場,新北市板橋區貴興路119巷,2,平面式臨時路外停車場,,小型車計時每小時20元;,9~23時,296048,2766056,105,0,
140030,新北市,蘆洲區,NPLZ,永巨盟停車場,新北市蘆洲區永安南路1段1巷1弄19號對面,2,平面式臨時路外停車場,950506518,小型車月租每月4000元;,0~24時,297974,2774021,124,0,
20058,新北市,三重區,NPSC,厚德國小地下停車場,新北市三重區忠孝路一段70號B1,1,立體式多目標附建停車場,22461708,小型車計時每小時20元;小型車月租每月4000元;小型車月租每月2000元;小型車月租每月3200元;小型車月租每月1000元;,0~24時,299334,2773750,95,0,
20014,新北市,三重區,NPSC,五常公園地下停車場,新北市三重區五華街7巷30號,1,立體式多目標附建停車場,22461708,小型車計時每小時20元;小型車月租每月4000元;小型車月租每月2000元;小型車月租每月3200元;,0~24時,300018,2775176,80,0,
130046,新北市,土城區,NPTC,帝國金城停車場,土城區金城路三段12號B2,2,立體式建築附設停車空間,22641793,小型車計時每小時30元;小型車月租每月3800元;,0~24時,296938.5,2764309,45,0,
60018,新北市,新店區,NPXD,新北市青少年圖書館停車場,新店區安康路2段151號(B1~B2),2,立體式多目標附建停車場,22127951,小型車計時每小時20元;小型車月租每月4000元;,0~24時,301587,2761398,62,42,
10070,新北市,板橋區,NPBQ,三民地下停車場,板橋區三民路一段210及212號B5及B6,2,立體式建築附設停車空間,89859111,小型車計時每小時60元;小型車月租每月5000元;,0~24時,297441.5,2767392.5,50,0,
50093,新北市,新莊區,NPXZ,Times 新莊中信街,新北市新莊區中原路486號旁,2,平面式臨時路外停車場,800888942,小型車計時每小時100元;小型車月租每月10000元;,0~24時,294880.9,2771897,59,0,
50085,新北市,新莊區,NPXZ,Times新莊UNIQLO,新莊區中正路52號,2,立體式建築附設停車空間,800888924,小型車計時每小時100元;小型車月租10000元;,0~24時,296674.9,2770430,85,0,
240002,新北市,平溪區,NPPX,十分第二停車場,新北市平溪區十分寮段十分寮小段97地號近遊客中心入口,2,平面式都市計畫停車場,24975757,大型車計時每小時200元;小型車計時每次50元;,0~24時,328788.9,2771094,106,0,
50014,新北市,新莊區,NPXZ,昌平國小停車場,新北市新莊區昌平街200號,2,立體式建築附設停車空間,,小型車月租每月3000元;身障車月租每月2400元;,0~24時,295959.5,2772097.5,57,0,
260003,新北市,貢寮區,NPGL,四季灣停車場,新北市貢寮區和美街48號,2,平面式建築附設停車空間,2490-1000#3400,小型車計次每次50元;機車計次每次20元;,0~24時,342483,2776807,318,23,
110034,新北市,汐止區,NPXI,遠東世界中心地下3樓停車場,新北市汐止區新台五路一段79號B3,2,立體式建築附設停車空間,26984757,;,0~24時,315194.5,2772686.5,126,1237,
70032,新北市,樹林區,NPSL,豐華大小型車停車場,新北市樹林區八德街588號對面,2,平面式臨時路外停車場,2260-9361,大型車計時每小時40元;大型車月租每月4000元;,0~24時,290175.7,2762506,0,0,
80011,新北市,鶯歌區,NPYG,昌福國小地下停車場,新北市鶯歌區永明街22號,2,立體式建築附設停車空間,86773322,小型車月租每月2000 元;小型車月租每月1300元;,0~24時,284249.5,2760903.5,64,0,
230015,新北市,八里區,NPBL,八仙樂園育樂股份有限公司停車場,新北市八里區下罟里下罟子中山路3段112號,2,平面式建築附設停車空間,26105200,;,0~24時,289273,2781940,90,0,
40009,新北市,永和區,NPYH,永平國小平面停車場,新北市永和區保生路25號,2,平面式建築附設停車空間,29259879,小型車月租1200元;小型車月租500元;,0~24時,301050.5,2766746,43,0,
20106,新北市,三重區,NPSC,福祥停車場,新北市三重區穀保街(崁頂街210巷74號後面),2,平面式臨時路外停車場,22990172,小型車月租每月2500元;,0~24時,297841.8,2773433,23,0,
10065,新北市,板橋區,NPBQ,中華電信學院第一停車場,板橋區民族路168號,2,平面式建築附設停車空間,,小型車月租每月2000元;小型車月租每月3500元;,0~24時,297010,2766786,44,0,
30083,新北市,中和區,NPZH,中和民享停車場,中和區自治街67號B1及B2,2,立體式建築附設停車空間,3234-7260,小型車計時每小時20元;小型車月租每月4000元;,0~24時,297995,2766263.5,151,0,
10038,新北市,板橋區,NPBQ,板橋區南雅西路環河平面停車場,新北市板橋區環河路與南雅西路二段175及板成路口,1,平面式臨時路外停車場,22461708,小型車計時每小時20元;小型車月租每月2400元;身障車月租每月2000元;,0~24時,295556,2767303.5,22,0,
10045,新北市,板橋區,NPBQ,板橋區聖若望停車場,新北市板橋區館前西路160巷及板城路口,1,平面式臨時路外停車場,22461708,小型車計時每小時20元;小型車月租每月2400元;身障車月租每月2000元;,0~24時,295609,2766912,77,0,
10033,新北市,板橋區,NPBQ,英士路平面停車場,新北市板橋區新海路及新海路135巷口,1,平面式臨時路外停車場,22461708,小型車計時每小時30元;小型車月租每月4000元;,0~24時,296442,2768515.5,23,0,
40010,新北市,永和區,NPYH,彩虹樓地下停車場,新北市永和區文化路1331F、B1,2,立體式多目標附建停車場,,小型車月租3100元;小型車月租2100元;小型車月租2100元;小型車月租1600元;小型車月租500元;,0~24時,301633.5,2767590.5,55,0,
50011,新北市,新莊區,NPXZ,後港新公園地下停車場,新莊區後港一路19號B2及B3,1,立體式多目標附建停車場,2207-0636,小型車計時每小時20元;小型車月租每月3000元;,0~24時,293259.5,2768692,181,0,
10059,新北市,新莊區,NPXZ,鴻金寶地下收費停車場,新北市新莊區民安路188巷5號B3,2,立體式-機械建築附設停車空間,22070088*130,小型車計時每小時30元;小型車月租每月3000元;,0~24時,292904.5,2768418,134,0,
70033,新北市,樹林區,NPSL,圳福收費停車場,新北市樹林區樹新路250-1號拖吊場旁,2,平面式臨時路外停車場,933735971,小型車月租每月1500元;,0~24時,293366.7,2765644,61,0,
20107,新北市,三重區,NPSC,光武停車場,新北市三重區車路頭街151號旁空地,2,平面式臨時路外停車場,932085812,小型車計時每小時50元;小型車月租每月2500元;,0~24時,298803.8,2774398,40,0,
110027,新北市,汐止區,NPXI,遠東科技中心停車場,新北市汐止區大同路二段125號B1,2,立體式建築附設停車空間,8692-6189,小型車計時每小時40元;小型車月租每月4000元;,0~24時,315654.5,2773043.5,83,0,
50094,新北市,新莊區,NPXZ,Times 新莊福壽街第2,新北市新莊區福壽街與昌智路交叉口,2,平面式臨時路外停車場,800888924,小型車計時每小時80元;小型車月租每月8000元;,0~24時,296213.8,2772134,81,0,
60033,新北市,新店區,NPXD,江陵春一期(B1F)停車場,新北市新店區民權路113號B1,2,立體式建築附設停車空間,82192537,小型車月租每月5000元;小型車計次每次100元;,8~22時,304156,2763950,43,0,
30067,新北市,中和區,NPZH,永振停車場,新北市中和區南山路159號,2,平面式建築附設停車空間,22422899,小型車計時每小時20元;小型車計時每小時40元;小型車計時每小時15元;小型車月租每月3800元;,0~24時,300803.5,2765333.5,97,0,
30067,新北市,中和區,NPZH,永振停車場,新北市中和區南山路159號,2,平面式建築附設停車空間,2242-2899,小型車計時每小時20元;小型車計時每小時40元;小型車計時每小時15元;小型車月租每月3800元;,0~24時,300803.5,2765333.5,97,0,
30067,新北市,中和區,NPZH,永振停車場,新北市中和區南山路159號,2,平面式建築附設停車空間,22422899,小型車計時每小時20元;小型車計時每小時40元;小型車計時每小時15元;小型車月租每月3800元;,0~24時,300803.5,2765333.5,97,0,
30067,新北市,中和區,NPZH,永振停車場,新北市中和區南山路159號,2,立體式建築附設停車空間,22422899,小型車計時每小時20元;小型車計時每小時40元;小型車計時每小時15元;小型車月租每月3800元;,0~24時,300803.5,2765333.5,97,0,
30067,新北市,中和區,NPZH,永振停車場,新北市中和區南山路159號,2,立體式建築附設停車空間,22422899,小型車計時每小時20元;小型車計時每小時40元;小型車計時每小時15元;小型車月租每月3800元;,0~24時,300803.5,2765333.5,97,0,
30078,新北市,中和區,NPZH,博客停車場開發股份有限公司景平站,新北市中和區景平路258B2,2,立體式建築附設停車空間,2948-8889,小型車計時每小時40元;小型車月租每月4800元;,0~24時,301965,2765040.5,123,0,
30056,新北市,中和區,NPZH,大時代停車場,新北市中和區景新街328號地下3樓,2,立體式-機械建築附設停車空間,2949-1292,小型車計時每小時30元;小型車計時每小時20元;小型車計次每次100元;小型車月租每月3500元;,0~24時,301660,2764883.5,28,0,
